prompt_id,source_workload_id,prompt,target_sla,target_energy,target_imbalance,target_fairness,target_carbon
prompt-008912,workload-000071,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.03; memory_gb=2.12; latency_budget_ms=76.7; energy_sensitivity=0.43; edge_locality=0.60",0.45,0.14,0.18,0.13,0.1
prompt-008913,workload-004547,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.05; memory_gb=4.78; latency_budget_ms=49.5; energy_sensitivity=0.47; edge_locality=0.80",0.48,0.18,0.1,0.08,0.16
prompt-008914,workload-002429,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=1.47; memory_gb=6.44; latency_budget_ms=117.4; energy_sensitivity=0.40; edge_locality=0.62",0.45,0.14,0.18,0.13,0.1
prompt-008915,workload-002043,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=0.97; memory_gb=0.76; latency_budget_ms=42.5; energy_sensitivity=0.54; edge_locality=0.97",0.53,0.13,0.13,0.08,0.13
prompt-008916,workload-000799,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=3.30; memory_gb=8.53; latency_budget_ms=283.0; energy_sensitivity=0.73; edge_locality=0.04",0.2,0.3,0.17,0.1,0.23
prompt-008917,workload-004730,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=1.19; memory_gb=4.22; latency_budget_ms=42.5; energy_sensitivity=0.48; edge_locality=0.81",0.48,0.18,0.1,0.08,0.16
prompt-008918,workload-003483,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=3.26; memory_gb=18.21; latency_budget_ms=305.7; energy_sensitivity=0.75; edge_locality=0.28",0.2,0.3,0.17,0.1,0.23
prompt-008919,workload-003837,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.43; memory_gb=15.74; latency_budget_ms=330.9; energy_sensitivity=0.97; edge_locality=0.04",0.15,0.35,0.14,0.1,0.26
prompt-008920,workload-001490,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=2.90; memory_gb=19.29; latency_budget_ms=291.9; energy_sensitivity=0.81; edge_locality=0.03",0.2,0.3,0.17,0.1,0.23
prompt-008921,workload-000246,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.62; memory_gb=3.82; latency_budget_ms=51.6; energy_sensitivity=0.56; edge_locality=0.88",0.53,0.13,0.13,0.08,0.13
prompt-008922,workload-004184,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=0.87; memory_gb=3.40; latency_budget_ms=37.8; energy_sensitivity=0.41; edge_locality=0.80",0.48,0.18,0.1,0.08,0.16
prompt-008923,workload-000547,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.86; memory_gb=4.22; latency_budget_ms=76.4; energy_sensitivity=0.48; edge_locality=0.69",0.45,0.14,0.18,0.13,0.1
prompt-008924,workload-000942,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=2.11; memory_gb=9.83; latency_budget_ms=257.6; energy_sensitivity=0.40; edge_locality=0.38",0.31,0.23,0.18,0.15,0.13
prompt-008925,workload-004481,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=5.09; memory_gb=4.96; latency_budget_ms=230.7; energy_sensitivity=0.76; edge_locality=0.85",0.29,0.28,0.14,0.13,0.16
prompt-008926,workload-002029,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.33; memory_gb=4.49; latency_budget_ms=51.6; energy_sensitivity=0.42; edge_locality=0.89",0.53,0.13,0.13,0.08,0.13
prompt-008927,workload-004412,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=0.72; memory_gb=1.01; latency_budget_ms=47.8; energy_sensitivity=0.47; edge_locality=0.75",0.45,0.18,0.11,0.1,0.16
prompt-008928,workload-000034,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.54; memory_gb=1.28; latency_budget_ms=93.7; energy_sensitivity=0.41; edge_locality=0.50",0.45,0.14,0.18,0.13,0.1
prompt-008929,workload-001987,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.56; memory_gb=4.99; latency_budget_ms=54.1; energy_sensitivity=0.60; edge_locality=0.84",0.53,0.13,0.13,0.08,0.13
prompt-008930,workload-001291,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=0.83; memory_gb=2.20; latency_budget_ms=118.7; energy_sensitivity=0.42; edge_locality=0.32",0.45,0.14,0.18,0.13,0.1
prompt-008931,workload-002040,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=1.37; memory_gb=2.61; latency_budget_ms=89.3; energy_sensitivity=0.32; edge_locality=0.49",0.45,0.14,0.18,0.13,0.1
prompt-008932,workload-001926,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=1.87; memory_gb=3.19; latency_budget_ms=122.7; energy_sensitivity=0.42; edge_locality=0.68",0.45,0.14,0.18,0.13,0.1
prompt-008933,workload-003165,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=burst; cpu=2.25; memory_gb=4.63; latency_budget_ms=40.3; energy_sensitivity=0.46; edge_locality=0.99",0.53,0.13,0.13,0.08,0.13
prompt-008934,workload-003528,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=burst; cpu=2.49; memory_gb=5.41; latency_budget_ms=43.5; energy_sensitivity=0.49; edge_locality=0.94",0.59,0.1,0.13,0.08,0.1
prompt-008935,workload-004015,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=4.38; memory_gb=15.97; latency_budget_ms=237.2; energy_sensitivity=0.90; edge_locality=0.34",0.21,0.32,0.14,0.1,0.23
prompt-008936,workload-004804,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=energy-scarcity; cpu=3.09; memory_gb=2.44; latency_budget_ms=41.1; energy_sensitivity=0.56; edge_locality=0.96",0.54,0.15,0.1,0.08,0.13
prompt-008937,workload-001458,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.86; memory_gb=3.99; latency_budget_ms=41.1; energy_sensitivity=0.62; edge_locality=0.87",0.53,0.13,0.13,0.08,0.13
prompt-008938,workload-001438,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=2.14; memory_gb=1.99; latency_budget_ms=57.7; energy_sensitivity=0.53; edge_locality=0.96",0.59,0.1,0.13,0.08,0.1
prompt-008939,workload-001350,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=1.34; memory_gb=2.49; latency_budget_ms=37.1; energy_sensitivity=0.40; edge_locality=0.79",0.5,0.13,0.14,0.1,0.13
prompt-008940,workload-001039,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=normal; cpu=2.94; memory_gb=4.33; latency_budget_ms=144.9; energy_sensitivity=0.73; edge_locality=0.67",0.37,0.2,0.18,0.15,0.1
prompt-008941,workload-002115,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=high-contention; cpu=1.69; memory_gb=4.58; latency_budget_ms=59.8; energy_sensitivity=0.48; edge_locality=0.81",0.53,0.13,0.13,0.08,0.13
prompt-008942,workload-003694,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=4.69; memory_gb=19.27; latency_budget_ms=316.4; energy_sensitivity=0.70; edge_locality=0.23",0.2,0.3,0.17,0.1,0.23
prompt-008943,workload-002070,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=4.16; memory_gb=10.41; latency_budget_ms=221.2; energy_sensitivity=0.46; edge_locality=0.37",0.31,0.23,0.18,0.15,0.13
prompt-008944,workload-004086,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.01; memory_gb=7.29; latency_budget_ms=97.1; energy_sensitivity=0.36; edge_locality=0.60",0.4,0.19,0.15,0.13,0.13
prompt-008945,workload-001640,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=2.57; memory_gb=6.12; latency_budget_ms=209.5; energy_sensitivity=0.88; edge_locality=0.47",0.31,0.23,0.18,0.15,0.13
prompt-008946,workload-002012,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=high-contention; cpu=1.03; memory_gb=0.65; latency_budget_ms=39.1; energy_sensitivity=0.46; edge_locality=0.89",0.59,0.1,0.13,0.08,0.1
prompt-008947,workload-004767,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=5.94; memory_gb=9.45; latency_budget_ms=156.8; energy_sensitivity=0.74; edge_locality=0.21",0.26,0.28,0.15,0.15,0.16
prompt-008948,workload-004347,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=2.80; memory_gb=1.25; latency_budget_ms=100.9; energy_sensitivity=0.36; edge_locality=0.43",0.4,0.19,0.15,0.13,0.13
prompt-008949,workload-004074,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=4.91; memory_gb=12.31; latency_budget_ms=112.6; energy_sensitivity=0.40; edge_locality=0.73",0.26,0.28,0.15,0.15,0.16
prompt-008950,workload-001290,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.60; memory_gb=3.49; latency_budget_ms=41.3; energy_sensitivity=0.47; edge_locality=0.89",0.53,0.13,0.13,0.08,0.13
prompt-008951,workload-001613,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=5.35; memory_gb=5.32; latency_budget_ms=246.0; energy_sensitivity=0.78; edge_locality=0.14",0.2,0.3,0.17,0.1,0.23
prompt-008952,workload-001083,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=7.64; memory_gb=6.75; latency_budget_ms=327.8; energy_sensitivity=0.94; edge_locality=0.18",0.2,0.3,0.17,0.1,0.23
prompt-008953,workload-001573,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=3.66; memory_gb=5.63; latency_budget_ms=122.7; energy_sensitivity=0.45; edge_locality=0.42",0.45,0.14,0.18,0.13,0.1
prompt-008954,workload-004174,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=2.29; memory_gb=6.13; latency_budget_ms=110.8; energy_sensitivity=0.27; edge_locality=0.41",0.4,0.19,0.15,0.13,0.13
prompt-008955,workload-001593,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.99; memory_gb=4.63; latency_budget_ms=49.2; energy_sensitivity=0.55; edge_locality=0.98",0.53,0.13,0.13,0.08,0.13
prompt-008956,workload-004601,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=3.58; memory_gb=18.03; latency_budget_ms=313.9; energy_sensitivity=0.91; edge_locality=0.34",0.21,0.32,0.14,0.1,0.23
prompt-008957,workload-001026,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=5.27; memory_gb=9.01; latency_budget_ms=247.9; energy_sensitivity=0.59; edge_locality=0.35",0.31,0.23,0.18,0.15,0.13
prompt-008958,workload-002474,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=high-contention; cpu=7.23; memory_gb=22.09; latency_budget_ms=270.4; energy_sensitivity=0.92; edge_locality=0.06",0.2,0.3,0.17,0.1,0.23
prompt-008959,workload-001266,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=high-contention; cpu=5.36; memory_gb=14.13; latency_budget_ms=127.6; energy_sensitivity=0.63; edge_locality=0.66",0.31,0.23,0.18,0.15,0.13
prompt-008960,workload-000540,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=4.22; memory_gb=12.99; latency_budget_ms=142.5; energy_sensitivity=0.82; edge_locality=0.63",0.31,0.23,0.18,0.15,0.13
prompt-008961,workload-003344,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=burst; cpu=2.96; memory_gb=5.53; latency_budget_ms=249.8; energy_sensitivity=0.71; edge_locality=0.77",0.31,0.23,0.18,0.15,0.13
prompt-008962,workload-003888,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.06; memory_gb=16.83; latency_budget_ms=339.1; energy_sensitivity=0.84; edge_locality=0.26",0.15,0.35,0.14,0.1,0.26
prompt-008963,workload-003104,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=burst; cpu=3.83; memory_gb=16.27; latency_budget_ms=83.8; energy_sensitivity=0.85; edge_locality=0.73",0.37,0.2,0.18,0.15,0.1
prompt-008964,workload-001128,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=3.87; memory_gb=7.44; latency_budget_ms=252.8; energy_sensitivity=0.41; edge_locality=0.62",0.31,0.23,0.18,0.15,0.13
prompt-008965,workload-001200,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.91; memory_gb=0.81; latency_budget_ms=58.5; energy_sensitivity=0.42; edge_locality=0.90",0.53,0.13,0.13,0.08,0.13
prompt-008966,workload-003478,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=burst; cpu=1.66; memory_gb=3.09; latency_budget_ms=47.0; energy_sensitivity=0.42; edge_locality=0.92",0.53,0.13,0.13,0.08,0.13
prompt-008967,workload-000459,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.93; memory_gb=19.74; latency_budget_ms=337.1; energy_sensitivity=0.77; edge_locality=0.02",0.2,0.3,0.17,0.1,0.23
prompt-008968,workload-004988,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=6.39; memory_gb=14.30; latency_budget_ms=256.4; energy_sensitivity=0.75; edge_locality=0.47",0.26,0.28,0.15,0.15,0.16
prompt-008969,workload-004101,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=4.22; memory_gb=21.28; latency_budget_ms=323.7; energy_sensitivity=0.98; edge_locality=0.31",0.21,0.32,0.14,0.1,0.23
prompt-008970,workload-001784,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=2.24; memory_gb=4.37; latency_budget_ms=110.9; energy_sensitivity=0.41; edge_locality=0.40",0.31,0.23,0.18,0.15,0.13
prompt-008971,workload-000813,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.75; memory_gb=5.74; latency_budget_ms=314.8; energy_sensitivity=0.80; edge_locality=0.21",0.2,0.3,0.17,0.1,0.23
prompt-008972,workload-002940,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=burst; cpu=1.56; memory_gb=2.23; latency_budget_ms=59.7; energy_sensitivity=0.53; edge_locality=0.78",0.5,0.13,0.14,0.1,0.13
prompt-008973,workload-002924,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=7.18; memory_gb=17.08; latency_budget_ms=314.3; energy_sensitivity=0.92; edge_locality=0.13",0.2,0.3,0.17,0.1,0.23
prompt-008974,workload-003489,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=9.82; memory_gb=19.80; latency_budget_ms=256.6; energy_sensitivity=0.76; edge_locality=0.15",0.2,0.3,0.17,0.1,0.23
prompt-008975,workload-002770,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=burst; cpu=5.76; memory_gb=14.93; latency_budget_ms=181.1; energy_sensitivity=0.57; edge_locality=0.36",0.31,0.23,0.18,0.15,0.13
prompt-008976,workload-003992,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=3.14; memory_gb=0.72; latency_budget_ms=55.9; energy_sensitivity=0.56; edge_locality=0.81",0.48,0.18,0.1,0.08,0.16
prompt-008977,workload-003494,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=burst; cpu=1.26; memory_gb=0.80; latency_budget_ms=55.3; energy_sensitivity=0.62; edge_locality=0.85",0.53,0.13,0.13,0.08,0.13
prompt-008978,workload-003808,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.02; memory_gb=3.42; latency_budget_ms=45.8; energy_sensitivity=0.60; edge_locality=0.81",0.48,0.18,0.1,0.08,0.16
prompt-008979,workload-001880,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=high-contention; cpu=3.22; memory_gb=4.12; latency_budget_ms=123.2; energy_sensitivity=0.45; edge_locality=0.29",0.51,0.11,0.18,0.13,0.07
prompt-008980,workload-004919,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=2.70; memory_gb=4.90; latency_budget_ms=102.0; energy_sensitivity=0.30; edge_locality=0.30",0.4,0.19,0.15,0.13,0.13
prompt-008981,workload-003469,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=burst; cpu=3.73; memory_gb=10.75; latency_budget_ms=309.1; energy_sensitivity=0.99; edge_locality=0.09",0.26,0.27,0.17,0.1,0.2
prompt-008982,workload-000950,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=7.86; memory_gb=12.53; latency_budget_ms=231.4; energy_sensitivity=0.91; edge_locality=0.01",0.2,0.3,0.17,0.1,0.23
prompt-008983,workload-001573,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=3.66; memory_gb=5.63; latency_budget_ms=122.7; energy_sensitivity=0.45; edge_locality=0.42",0.45,0.14,0.18,0.13,0.1
prompt-008984,workload-001679,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.90; memory_gb=4.15; latency_budget_ms=120.0; energy_sensitivity=0.49; edge_locality=0.47",0.45,0.14,0.18,0.13,0.1
prompt-008985,workload-001462,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.82; memory_gb=7.35; latency_budget_ms=96.2; energy_sensitivity=0.49; edge_locality=0.44",0.45,0.14,0.18,0.13,0.1
prompt-008986,workload-003539,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=5.80; memory_gb=15.37; latency_budget_ms=318.9; energy_sensitivity=0.84; edge_locality=0.01",0.2,0.3,0.17,0.1,0.23
prompt-008987,workload-001063,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.07; memory_gb=0.56; latency_budget_ms=49.2; energy_sensitivity=0.38; edge_locality=0.85",0.53,0.13,0.13,0.08,0.13
prompt-008988,workload-004434,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=3.10; memory_gb=2.99; latency_budget_ms=141.6; energy_sensitivity=0.49; edge_locality=0.29",0.26,0.28,0.15,0.15,0.16
prompt-008989,workload-003912,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=1.26; memory_gb=10.72; latency_budget_ms=144.1; energy_sensitivity=0.37; edge_locality=0.23",0.26,0.28,0.15,0.15,0.16
prompt-008990,workload-002339,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.59; memory_gb=4.71; latency_budget_ms=39.9; energy_sensitivity=0.60; edge_locality=0.94",0.53,0.13,0.13,0.08,0.13
prompt-008991,workload-002232,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=1.24; memory_gb=0.62; latency_budget_ms=58.4; energy_sensitivity=0.36; edge_locality=0.95",0.53,0.13,0.13,0.08,0.13
prompt-008992,workload-001847,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=2.31; memory_gb=2.40; latency_budget_ms=108.5; energy_sensitivity=0.25; edge_locality=0.62",0.45,0.14,0.18,0.13,0.1
prompt-008993,workload-000828,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.92; memory_gb=1.58; latency_budget_ms=89.0; energy_sensitivity=0.44; edge_locality=0.39",0.45,0.14,0.18,0.13,0.1
prompt-008994,workload-002252,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=2.98; memory_gb=7.07; latency_budget_ms=99.3; energy_sensitivity=0.49; edge_locality=0.63",0.45,0.14,0.18,0.13,0.1
prompt-008995,workload-002666,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=burst; cpu=3.57; memory_gb=5.27; latency_budget_ms=103.3; energy_sensitivity=0.46; edge_locality=0.33",0.51,0.11,0.18,0.13,0.07
